Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv553,Windows Server,Ubuntu 20.04,30/05/2026,Decommissioned,Data Center,4 years,Database Server,Low,Yes,Not Started,Team Analytics Team,Annual maintenance,99.62% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,None,$5890/year,570W,Yes,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,-,4/04/2028,-,28/08/2024
Srv554,Windows Server,Ubuntu 20.04,27/12/2026,On Hold,Cloud,7 years,Development Server,Medium,Yes,N/A,Team Development Team,Monthly updates,99.37% uptime,"8GB RAM, 500GB SSD",None,None,High,$2053/year,380W,No,Incomplete,Defined,No issues,Q3 Risk Assessment,Unsupported,Recycling planned,20/08/2028,-,28/08/2024
Srv555,Windows Server,Windows Server 2016,10/11/2024,Decommissioned,Data Center,5 years,File Storage,High,No,N/A,Team Analytics Team,Monthly updates,99.62% uptime,"8GB RAM, 500GB SSD",SQL Server,HIPAA Compliance,None,$3838/year,431W,No,Up-to-date,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,Recycling planned,20/03/2027,See notes,28/08/2024
Srv556,Linux,Ubuntu 20.04,24/02/2026,Decommissioned,Data Center,10 years,Application Server,High,Yes,Not Started,Team Development Team,Quarterly checks,99.84% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,Moderate,$4381/year,365W,Yes,Not Configured,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,-,16/03/2026,-,28/08/2024
Srv557,Windows Server 2008,2008,18/10/2025 0:00,Decommissioned,Data Center,5 years,Web Server,Medium,Yes,Not Started,Web Team,Monthly updates,99.86% uptime,"16GB RAM, 2TB HDD",Apache,None,Moderate,$2000/year,300W,Yes,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,-,14/03/2023 0:00,-,16/02/2024 0:00
Srv558,Linux,Ubuntu 20.04,13/03/2027,On Hold,On-Premise,6 years,Application Server,Low,No,Completed,Team IT Operations,Quarterly checks,99.27% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$2876/year,213W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,-,24/08/2025,See notes,28/08/2024
Srv559,Windows Server,Ubuntu 20.04,22/05/2025,Unknown,On-Premise,6 years,Database Server,High,Yes,N/A,Team Development Team,Monthly updates,99.43% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$2737/year,217W,No,Incomplete,Defined,No issues,Q1 Server Review,Active,Hardware recycling,22/09/2025,See notes,28/08/2024
Srv560,Windows Server,Ubuntu 20.04,23/08/2025,Not Started,On-Premise,9 years,Database Server,High,Yes,Completed,Team Analytics Team,Quarterly checks,99.83% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$2626/year,593W,Yes,Not Configured,Not applicable,Concerns about data migration,Q2 Budget Planning,Unsupported,Recycling planned,24/02/2026,See notes,28/08/2024
Srv561,Windows Server,Ubuntu 20.04,11/08/2025,Not Started,On-Premise,10 years,Database Server,High,No,Completed,Team IT Operations,Monthly updates,99.93% uptime,"16GB RAM, 1TB HDD",None,None,None,$6915/year,391W,Yes,Incomplete,Not applicable,No issues,Q1 Server Review,Unsupported,Hardware recycling,14/10/2027,-,28/08/2024
Srv562,Linux,Red Hat Enterprise Linux,8/11/2024,Decommissioned,Data Center,8 years,Application Server,Medium,No,N/A,Team Development Team,Annual maintenance,99.70% uptime,"8GB RAM, 500GB SSD",MySQL,None,None,$3097/year,375W,No,Up-to-date,Not applicable,Concerns about data migration,Q1 Server Review,Active,Hardware recycling,14/01/2029,-,28/08/2024
Srv563,Linux,Red Hat Enterprise Linux,3/06/2026,On Hold,On-Premise,1 years,File Storage,Low,Yes,Completed,Team Analytics Team,Monthly updates,99.33% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,None,$2936/year,331W,No,Not Configured,Not applicable,Concerns about data migration,Q3 Risk Assessment,Active,Recycling planned,8/08/2027,See notes,28/08/2024
Srv564,Windows Server,Red Hat Enterprise Linux,3/04/2027,Unknown,On-Premise,7 years,Database Server,High,Yes,Not Started,Team Analytics Team,Quarterly checks,99.74% uptime,"8GB RAM, 500GB SSD",MySQL,None,None,$5293/year,463W,Yes,Up-to-date,Defined,Concerns about data migration,Q3 Risk Assessment,Unsupported,Hardware recycling,9/04/2028,See notes,28/08/2024
Srv565,Windows Server,Ubuntu 20.04,27/10/2024,Unknown,Data Center,7 years,Database Server,High,No,N/A,Team IT Operations,Monthly updates,99.54% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$5993/year,454W,No,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,Active,Recycling planned,7/06/2028,See notes,28/08/2024
Srv566,Windows Server,Red Hat Enterprise Linux,18/01/2026,In Progress,Data Center,9 years,File Storage,Medium,No,N/A,Team IT Operations,Quarterly checks,99.42% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$6528/year,270W,No,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,Active,Hardware recycling,22/08/2027,-,28/08/2024
Srv567,Windows Server,Red Hat Enterprise Linux,22/07/2026,Not Started,On-Premise,9 years,Database Server,Low,Yes,In Progress,Team IT Operations,Monthly updates,99.82% uptime,"32GB RAM, 2TB SSD",None,None,High,$5238/year,356W,No,Not Configured,Defined,No issues,Q1 Server Review,End of Support,-,26/11/2028,-,28/08/2024
Srv568,Linux,Windows Server 2016,24/05/2025,Unknown,Cloud,4 years,File Storage,Low,Yes,Not Started,Team Development Team,Annual maintenance,99.41% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$3167/year,493W,No,Not Configured,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,-,8/11/2027,-,28/08/2024
Srv569,Linux,Red Hat Enterprise Linux,2/06/2026,In Progress,Data Center,6 years,Database Server,High,No,Completed,Team IT Operations,Monthly updates,99.52% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,Moderate,$4952/year,504W,Yes,Incomplete,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,11/12/2024,See notes,28/08/2024
Srv570,Linux,Windows Server 2016,10/04/2025,Delayed,Cloud,8 years,File Storage,Medium,Yes,Completed,Team Development Team,Quarterly checks,99.07% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,None,$6206/year,465W,No,Up-to-date,Defined,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,23/07/2029,See notes,28/08/2024
Srv571,Linux,Red Hat Enterprise Linux,17/10/2026,On Hold,Data Center,10 years,Application Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.07% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,High,$5360/year,531W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,1/10/2029,See notes,28/08/2024
Srv572,Windows Server,Red Hat Enterprise Linux,2/10/2025,In Progress,On-Premise,7 years,Web Server,Low,No,Completed,Team IT Operations,Annual maintenance,99.63% uptime,"32GB RAM, 2TB SSD",Apache,None,Moderate,$4788/year,471W,No,Incomplete,Not applicable,Concerns about data migration,Q3 Risk Assessment,Unsupported,Hardware recycling,15/08/2026,-,28/08/2024
Srv573,Windows Server,Red Hat Enterprise Linux,13/11/2026,Decommissioned,On-Premise,4 years,Web Server,High,Yes,N/A,Team Analytics Team,Annual maintenance,99.42% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$5705/year,264W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,-,17/09/2026,See notes,28/08/2024
Srv574,Windows Server,Windows Server 2016,17/11/2025,On Hold,On-Premise,6 years,Development Server,High,No,Completed,Team Development Team,Monthly updates,99.41% uptime,"16GB RAM, 1TB HDD",SQL Server,None,Moderate,$4071/year,293W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,22/10/2029,See notes,28/08/2024
Srv575,Windows Server,Windows Server 2016,12/07/2025,On Hold,Cloud,6 years,Web Server,Medium,Yes,In Progress,Team IT Operations,Quarterly checks,99.82% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$2785/year,568W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,31/03/2029,-,28/08/2024
Srv576,Windows Server,Windows Server 2016,28/02/2025,Unknown,On-Premise,4 years,Database Server,Medium,Yes,In Progress,Team IT Operations,Annual maintenance,99.02% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$2115/year,218W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,-,30/09/2024,-,28/08/2024
Srv577,Linux,Windows Server 2016,28/04/2027,Delayed,On-Premise,8 years,File Storage,Low,No,N/A,Team Development Team,Annual maintenance,99.89% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$6466/year,479W,Yes,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,End of Support,-,10/06/2026,See notes,28/08/2024
Srv578,Linux,Windows Server 2016,29/04/2025,In Progress,Data Center,1 years,File Storage,Medium,No,N/A,Team Development Team,Quarterly checks,99.59% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$5953/year,530W,No,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,-,14/11/2027,-,28/08/2024
Srv579,Windows Server,Red Hat Enterprise Linux,24/03/2027,Not Started,Cloud,7 years,Web Server,Low,No,N/A,Team Development Team,Annual maintenance,99.31% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$4539/year,266W,Yes,Up-to-date,Not applicable,No issues,Q1 Server Review,Unsupported,-,3/10/2025,See notes,28/08/2024
Srv580,Windows Server 2012 R2,2012 R2,17/08/2023 0:00,In Progress,Cloud,8 years,File Storage,Medium,No,In Progress,IT Operations,Quarterly checks,99.94% uptime,"8GB RAM, 1TB HDD",SQL Server,GDPR Compliance,None,$5000/year,500W,Yes,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,Hardware recycling,10/08/2024 0:00,-,16/02/2024 0:00
Srv581,Windows Server,Red Hat Enterprise Linux,19/07/2025,Unknown,Cloud,1 years,Database Server,High,Yes,Not Started,Team Analytics Team,Quarterly checks,99.16% uptime,"8GB RAM, 500GB SSD",MySQL,None,High,$4237/year,407W,No,Incomplete,Not applicable,No issues,Q3 Risk Assessment,End of Support,Recycling planned,25/04/2029,-,28/08/2024
Srv582,Linux,Ubuntu 20.04,14/03/2025,In Progress,Data Center,7 years,Web Server,Medium,No,Completed,Team Development Team,Quarterly checks,99.81% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,High,$5269/year,247W,Yes,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,30/07/2025,-,28/08/2024
Srv583,Linux,Red Hat Enterprise Linux,6/11/2025,Decommissioned,On-Premise,4 years,Database Server,Low,Yes,N/A,Team IT Operations,Annual maintenance,99.45% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,None,$5157/year,345W,No,Incomplete,Not applicable,Need faster replacement,Q2 Budget Planning,Active,-,21/04/2028,-,28/08/2024
Srv584,Linux,Ubuntu 20.04,13/01/2025,Decommissioned,Cloud,7 years,File Storage,Medium,No,N/A,Team Development Team,Annual maintenance,99.31% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,High,$2458/year,594W,Yes,Incomplete,Not applicable,Concerns about data migration,Q1 Server Review,Unsupported,-,14/05/2026,-,28/08/2024
Srv585,Windows Server,Windows Server 2016,17/05/2027,Decommissioned,Data Center,8 years,Development Server,High,Yes,N/A,Team Analytics Team,Annual maintenance,99.84% uptime,"32GB RAM, 2TB SSD",None,None,None,$2122/year,343W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,Active,Recycling planned,5/06/2025,-,28/08/2024
Srv586,Windows Server,Ubuntu 20.04,15/10/2025,Unknown,Data Center,1 years,File Storage,Low,No,Completed,Team IT Operations,Monthly updates,99.19% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$4451/year,243W,No,Not Configured,Not applicable,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,29/06/2026,-,28/08/2024
Srv587,Windows Server,Ubuntu 20.04,12/05/2025,Unknown,Data Center,9 years,Database Server,High,No,N/A,Team Analytics Team,Monthly updates,99.73% uptime,"32GB RAM, 2TB SSD",SQL Server,None,None,$3375/year,526W,No,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,18/01/2026,-,28/08/2024
Srv588,Windows Server,Ubuntu 20.04,24/01/2026,In Progress,Cloud,2 years,Development Server,High,Yes,Completed,Team Development Team,Quarterly checks,99.66% uptime,"32GB RAM, 2TB SSD",Apache,None,Moderate,$6822/year,579W,No,Not Configured,Not applicable,No issues,Q1 Server Review,Active,Hardware recycling,14/08/2025,-,28/08/2024
Srv589,Windows Server,Ubuntu 20.04,9/08/2026,Decommissioned,Cloud,4 years,Web Server,Low,Yes,N/A,Team IT Operations,Annual maintenance,99.78% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,None,$4517/year,583W,No,Not Configured,Defined,No issues,Q1 Server Review,End of Support,Recycling planned,30/06/2025,-,28/08/2024
Srv590,Linux,2019,25/10/2026,On Hold,Data Center,2 years,Development Server,Medium,No,In Progress,Storage Team,Annual maintenance,99.8% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,High,$4476/year,470W,No,Incomplete,Not applicable,Need faster replacement,Q1 Server Review,Active,-,7/12/2024,-,28/08/2024
Srv591,Windows Server,Red Hat Enterprise Linux,9/01/2027,Not Started,Data Center,1 years,File Storage,Low,Yes,In Progress,Team Analytics Team,Monthly updates,99.77% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,Moderate,$4014/year,521W,Yes,Not Configured,Defined,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,30/11/2029,See notes,28/08/2024
Srv592,Windows Server,Windows Server 2016,16/05/2027,In Progress,Data Center,7 years,Application Server,Low,No,Completed,Team Development Team,Monthly updates,99.11% uptime,"32GB RAM, 2TB SSD",None,None,None,$1416/year,389W,Yes,Up-to-date,Defined,Need faster replacement,Q1 Server Review,Unsupported,Recycling planned,25/06/2029,See notes,28/08/2024
Srv593,Linux,Windows Server 2016,23/01/2027,Unknown,Cloud,2 years,Development Server,Low,No,Completed,Team Development Team,Annual maintenance,99.10% uptime,"32GB RAM, 2TB SSD",SQL Server,HIPAA Compliance,Moderate,$4685/year,588W,No,Not Configured,Not applicable,No issues,Q1 Server Review,End of Support,Hardware recycling,15/07/2029,See notes,28/08/2024
Srv594,Windows Server,Red Hat Enterprise Linux,29/05/2026,On Hold,Data Center,5 years,Database Server,Medium,No,Completed,Team Analytics Team,Quarterly checks,99.15% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,None,$3133/year,295W,No,Up-to-date,Defined,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,4/09/2028,-,28/08/2024
Srv595,Linux,Ubuntu 20.04,15/09/2026,On Hold,Cloud,10 years,Development Server,Medium,No,Completed,Team Development Team,Annual maintenance,99.17% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,None,$4778/year,570W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,-,27/04/2026,-,28/08/2024
Srv596,Windows Server,Red Hat Enterprise Linux,28/03/2025,Decommissioned,Data Center,3 years,File Storage,High,No,In Progress,Team Analytics Team,Annual maintenance,99.22% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,High,$3076/year,502W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,Hardware recycling,28/01/2029,-,28/08/2024
Srv597,Linux,Ubuntu 20.04,7/11/2025,In Progress,Cloud,2 years,Development Server,High,No,Not Started,Team IT Operations,Quarterly checks,99.64% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,None,$5974/year,464W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Active,Recycling planned,20/09/2025,-,28/08/2024
Srv598,Windows Server,Red Hat Enterprise Linux,24/08/2025,Decommissioned,Data Center,1 years,File Storage,Low,Yes,In Progress,Team Development Team,Monthly updates,99.95% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$1157/year,500W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Unsupported,Hardware recycling,17/03/2028,See notes,28/08/2024
Srv599,Windows Server,Ubuntu 20.04,30/03/2026,On Hold,On-Premise,5 years,Application Server,Medium,Yes,Not Started,Team Analytics Team,Monthly updates,99.37% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,High,$4813/year,524W,Yes,Up-to-date,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,29/01/2028,-,28/08/2024
Srv600,Linux,Ubuntu 20.04,16/04/2026,Unknown,On-Premise,4 years,File Storage,Medium,No,In Progress,Team Development Team,Quarterly checks,99.02% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,None,$2813/year,520W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,Recycling planned,12/07/2028,-,28/08/2024
Srv601,Windows Server,Windows Server 2016,28/11/2024,Decommissioned,Cloud,9 years,Application Server,Medium,No,N/A,Team Analytics Team,Monthly updates,99.68% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,Moderate,$6378/year,554W,Yes,Up-to-date,Defined,Need faster replacement,Q1 Server Review,Active,-,2/08/2025,See notes,28/08/2024
Srv602,Windows Server,Red Hat Enterprise Linux,2/02/2025,In Progress,On-Premise,1 years,Database Server,Medium,No,N/A,Team Development Team,Monthly updates,99.86% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,Moderate,$4468/year,448W,Yes,Not Configured,Defined,No issues,Q2 Budget Planning,End of Support,-,11/06/2029,-,28/08/2024
Srv603,Linux,Windows Server 2016,11/11/2026,In Progress,Cloud,10 years,Database Server,Low,No,Not Started,Team IT Operations,Annual maintenance,99.62% uptime,"32GB RAM, 2TB SSD",MySQL,None,Moderate,$2811/year,311W,No,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,Active,-,16/10/2026,-,28/08/2024
Srv604,Windows Server,Red Hat Enterprise Linux,17/02/2027,Decommissioned,Cloud,9 years,Database Server,Low,No,N/A,Team Analytics Team,Monthly updates,99.20% uptime,"8GB RAM, 500GB SSD",Apache,None,None,$4323/year,481W,No,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,End of Support,-,30/11/2029,See notes,28/08/2024
Srv605,Windows Server,Ubuntu 20.04,2/06/2025,Unknown,Cloud,3 years,Application Server,Low,Yes,In Progress,Team Development Team,Monthly updates,99.91% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,High,$5552/year,332W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,Recycling planned,15/10/2029,-,28/08/2024
Srv606,Windows Server,Red Hat Enterprise Linux,11/10/2025,On Hold,Data Center,1 years,Database Server,High,No,N/A,Team IT Operations,Monthly updates,99.92% uptime,"16GB RAM, 1TB HDD",SQL Server,None,Moderate,$2608/year,387W,No,Incomplete,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,-,9/08/2029,-,28/08/2024
Srv607,Windows Server,Windows Server 2016,22/11/2026,Delayed,On-Premise,5 years,Application Server,Medium,No,N/A,Team Analytics Team,Quarterly checks,99.90% uptime,"16GB RAM, 1TB HDD",Apache,None,High,$5865/year,236W,Yes,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,-,3/10/2025,See notes,28/08/2024
Srv608,Windows Server,Red Hat Enterprise Linux,28/03/2025,On Hold,On-Premise,3 years,File Storage,Low,Yes,N/A,Team Development Team,Quarterly checks,99.87% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,None,$1660/year,475W,Yes,Incomplete,Defined,No issues,Q3 Risk Assessment,Unsupported,-,11/06/2027,See notes,28/08/2024
Srv609,Linux,Red Hat Enterprise Linux,24/02/2026,On Hold,Data Center,8 years,Development Server,High,Yes,Not Started,Team Development Team,Quarterly checks,99.05% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,Moderate,$2254/year,305W,Yes,Not Configured,Not applicable,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,11/05/2028,See notes,28/08/2024
Srv610,Linux,Red Hat Enterprise Linux,17/03/2026,On Hold,Cloud,7 years,Web Server,Medium,Yes,Not Started,Team Analytics Team,Annual maintenance,99.70% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$3046/year,364W,Yes,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,Active,Recycling planned,4/12/2029,-,28/08/2024
Srv611,Windows Server,Ubuntu 20.04,18/01/2027,Decommissioned,Cloud,7 years,Application Server,Low,No,Not Started,Team IT Operations,Quarterly checks,99.65% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,Moderate,$2221/year,395W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,-,28/09/2026,See notes,28/08/2024
Srv612,Windows Server,Ubuntu 20.04,22/12/2024,Decommissioned,Cloud,3 years,Database Server,Medium,Yes,N/A,Team IT Operations,Monthly updates,99.94% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,None,$2355/year,468W,No,Not Configured,Not applicable,No issues,Q2 Budget Planning,Unsupported,-,10/06/2029,See notes,28/08/2024
Srv613,Linux,Windows Server 2016,23/09/2026,Delayed,On-Premise,7 years,File Storage,High,No,Completed,Team Analytics Team,Quarterly checks,99.49% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,Moderate,$3014/year,470W,No,Up-to-date,Not applicable,No issues,Q3 Risk Assessment,Active,Hardware recycling,25/05/2029,-,28/08/2024
Srv614,Windows Server,Red Hat Enterprise Linux,4/11/2026,Decommissioned,Data Center,4 years,Database Server,Low,Yes,Not Started,Team Analytics Team,Quarterly checks,99.71% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,High,$3022/year,464W,Yes,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,End of Support,Recycling planned,22/11/2025,See notes,28/08/2024
Srv615,Windows Server,Windows Server 2016,28/02/2025,Not Started,On-Premise,10 years,File Storage,Low,No,Completed,Team Development Team,Annual maintenance,99.15% uptime,"16GB RAM, 1TB HDD",MySQL,None,High,$2615/year,585W,Yes,Up-to-date,Defined,No issues,Q3 Risk Assessment,End of Support,Recycling planned,27/05/2028,-,28/08/2024
Srv616,Linux,Windows Server 2016,24/06/2025,Delayed,On-Premise,4 years,Web Server,High,Yes,In Progress,Team Analytics Team,Annual maintenance,99.19% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,Moderate,$5799/year,392W,No,Up-to-date,Defined,Concerns about data migration,Q1 Server Review,Active,Hardware recycling,22/07/2025,See notes,28/08/2024
Srv617,Windows Server,Windows Server 2016,29/12/2024,In Progress,Cloud,8 years,Application Server,Medium,Yes,Not Started,Team Analytics Team,Quarterly checks,99.38% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,None,$4322/year,585W,No,Not Configured,Defined,Concerns about data migration,Q1 Server Review,Active,Hardware recycling,8/03/2025,See notes,28/08/2024
Srv618,Windows Server,Red Hat Enterprise Linux,22/01/2027,Unknown,On-Premise,10 years,File Storage,High,Yes,In Progress,Team Analytics Team,Quarterly checks,99.50% uptime,"8GB RAM, 500GB SSD",Apache,None,Moderate,$4997/year,461W,No,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,Unsupported,Recycling planned,7/03/2027,See notes,28/08/2024
Srv619,Windows Server,Windows Server 2016,11/12/2024,On Hold,On-Premise,6 years,Database Server,Medium,No,N/A,Team Analytics Team,Quarterly checks,99.80% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$3476/year,210W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,14/07/2027,-,28/08/2024
Srv620,Linux,Red Hat Enterprise Linux,3/08/2026,In Progress,Cloud,7 years,Application Server,High,Yes,Not Started,Team Development Team,Quarterly checks,99.32% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,None,$6121/year,444W,No,Not Configured,Offsite backup plan,No issues,Q1 Server Review,Active,-,9/01/2027,-,28/08/2024
Srv621,Windows Server,Red Hat Enterprise Linux,5/07/2026,In Progress,Cloud,3 years,File Storage,High,No,Not Started,Team IT Operations,Annual maintenance,99.13% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,High,$2152/year,312W,No,Up-to-date,Defined,No issues,Q1 Server Review,End of Support,Recycling planned,3/06/2025,See notes,28/08/2024
Srv622,Windows Server,Red Hat Enterprise Linux,8/03/2027,Decommissioned,On-Premise,5 years,Web Server,Medium,No,In Progress,Team Analytics Team,Monthly updates,99.90% uptime,"32GB RAM, 2TB SSD",None,None,None,$2296/year,488W,No,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,-,7/04/2028,See notes,28/08/2024
Srv623,Linux,Windows Server 2016,23/07/2025,Unknown,Data Center,5 years,File Storage,High,No,N/A,Team IT Operations,Monthly updates,99.61% uptime,"32GB RAM, 2TB SSD",Apache,None,None,$3831/year,359W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,Active,-,27/01/2025,See notes,28/08/2024
Srv624,Windows Server,Windows Server 2016,28/05/2025,Decommissioned,Cloud,6 years,Application Server,Low,No,Not Started,Team IT Operations,Annual maintenance,99.69% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,Moderate,$2003/year,310W,Yes,Incomplete,Not applicable,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,8/06/2029,-,28/08/2024
Srv625,Windows Server,Red Hat Enterprise Linux,5/06/2026,Decommissioned,Data Center,7 years,Development Server,Low,Yes,In Progress,Team Development Team,Monthly updates,100.00% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,Moderate,$4727/year,253W,No,Incomplete,Defined,No issues,Q2 Budget Planning,Active,Hardware recycling,2/10/2025,-,28/08/2024
Srv626,Linux,Ubuntu 20.04,14/10/2026,Decommissioned,Data Center,2 years,Database Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.53% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$4175/year,322W,Yes,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Active,Hardware recycling,2/02/2026,See notes,28/08/2024
Srv627,Windows Server,Ubuntu 20.04,25/11/2024,On Hold,On-Premise,8 years,Application Server,High,No,N/A,Team IT Operations,Quarterly checks,99.32% uptime,"8GB RAM, 500GB SSD",MySQL,None,High,$5544/year,281W,Yes,Not Configured,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,-,15/07/2027,See notes,28/08/2024
